,companyName,ranking,craftWebsite,companyWebsite,tags,HQ,employeeNumber,description,dateString
475,Clorox,474,https://craft.co/clorox,thecloroxcompany.com,"['Food & Beverage', 'Manufacturing & Industrial', 'consumer chemistry', 'consumer goods', 'home care']","Oakland, US","8,800","Clorox has 8,800 employees across 37 locations and $6.72 B in annual revenue in FY 2020. See insights on Clorox including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
476,Ingredion,475,https://craft.co/ingredion,ingredionincorporated.com,"['Food & Beverage', 'Manufacturing & Industrial', 'agritech', 'food additives', 'nutrition']","Westchester, US","11,000","Ingredion has 11,000 employees across 67 locations and $6.21 B in annual revenue in FY 2019. See insights on Ingredion including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
477,First American Financial,476,https://craft.co/first-american,firstam.com,"['Financial Services', 'home insurance', 'insurance']","Santa Ana, US","18,412","First American has 18,412 employees across 19 locations and $6.20 B in annual revenue in FY 2019. See insights on First American including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
478,Graphic Packaging Holding,477,https://craft.co/graphic-packaging,graphicpkg.com,"['Manufacturing & Industrial', 'machinery', 'packaging', 'paper and packaging']","Atlanta, US","18,000","Graphic Packaging has 18,000 employees across 94 locations and $6.16 B in annual revenue in FY 2019. See insights on Graphic Packaging including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
479,NetApp,478,https://craft.co/netapp,netapp.com,"['Technology', 'cloud', 'cloud platforms(PaaS)', 'cloud storage', 'data management', 'data storage', 'enterprise software']","Sunnyvale, US","10,800","NetApp has 10,800 employees across 78 locations and $5.41 B in annual revenue in FY 2020. See insights on NetApp including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
480,HD Supply Holdings,479,https://craft.co/hd-supply,hdsupply.com,"['Manufacturing & Industrial', 'Retail', 'appliances', 'distribution', 'holding company', 'hvac', 'lighting', 'mechanical components']","Atlanta, US","11,500","HD Supply has 11,500 employees across 50 locations and $6.15 B in annual revenue in FY 2020. See insights on HD Supply including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
481,TravelCenters of America,480,https://craft.co/travelcenters-of-america,ta-petro.com,"['Automotive & Transportation', 'Retail', 'auto repairs', 'car services', 'consumer goods', 'restaurant']","Westlake, OH, US","14,300","TravelCenters of America has 14,300 employees at their 1 location and $6.12 B in annual revenue in FY 2019. See insights on TravelCenters of America including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
482,Olin,481,https://craft.co/olin-corporation,olin.com,"['Manufacturing & Industrial', 'chemicals']","Charleston, US","6,500","Olin Corporation has 6,500 employees across 15 locations. See insights on Olin Corporation including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
483,Robert Half International,482,https://craft.co/robert-half-international,roberthalf.com,"['Business Products & Services', 'Human Resources & Recruiting', 'hrtech', 'human capital', 'recruiting']","Menlo Park, US","16,000","Robert Half has 16,000 employees across 230 locations and $6.07 B in annual revenue in FY 2019. See insights on Robert Half including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
484,EnLink Midstream,483,https://craft.co/enlink-midstream,enlink.com,"['Energy & Utilities', 'energy services', 'logistics', 'natural gas', 'oil & gas', 'platform', 'transportation']","Dallas, US","1,355","EnLink Midstream has 1,355 employees at their 1 location and $6.05 B in annual revenue in FY 2019. See insights on EnLink Midstream including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
485,Avantor,484,https://craft.co/avantor,avantorsciences.com,"['Manufacturing & Industrial', 'chemicals', 'medical devices', 'medtech', 'pharma', 'procurement']","Radnor, US","12,000","Avantor has 12,000 employees across 10 locations and $6.04 B in annual revenue in FY 2019. See insights on Avantor including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
486,Tapestry,485,https://craft.co/coach,tapestry.com,"['Retail', 'consumer goods', 'distribution', 'fashion', 'footwear', 'gifts', 'jewellery', 'luxury', 'watches']","New York, US","17,300","Tapestry has 17,300 employees across 2 locations and $4.96 B in annual revenue in FY 2020. See insights on Tapestry including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
487,TD Ameritrade Holding,486,https://craft.co/td-ameritrade-holding-corporation,amtd.com,"['Financial Services', 'Technology', 'brokerage', 'enterprise software', 'fintech', 'platform']","Omaha, US","9,226","TD Ameritrade has 9,226 employees at their 1 location and $6.02 B in annual revenue in FY 2019. See insights on TD Ameritrade including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
488,Analog Devices,487,https://craft.co/analog-devices,analog.com,"['Manufacturing & Industrial', 'electronic components', 'sensors', 'signal processing']","Norwood, US","16,400","Analog Devices has 16,400 employees across 68 locations and $5.99 B in annual revenue in FY 2019. See insights on Analog Devices including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
489,Ameren,488,https://craft.co/ameren,ameren.com,"['Energy & Utilities', 'distribution', 'electricity', 'energy services', 'natural gas']","St. Louis, US","8,838","Ameren has 8,838 employees across 2 locations and $5.91 B in annual revenue in FY 2019. See insights on Ameren including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
490,Williams-Sonoma,489,https://craft.co/sonoma-scientific,sonomascientific.com,"['Manufacturing & Industrial', 'electronic components', 'semiconductors']","Minden, US",10,"Sonoma Scientific has 10 employees at their 1 location. See insights on Sonoma Scientific including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
491,Realogy Holdings,490,https://craft.co/realogy-holdings,realogy.com,"['Real Estate & Construction', 'brokerage', 'real estate agency']","Madison, US","10,150","Realogy Holdings has 10,150 employees across 2 locations and $5.60 B in annual revenue in FY 2019. See insights on Realogy Holdings including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
492,Commercial Metals,491,https://craft.co/commercial-metals,cmc.com,"['Manufacturing & Industrial', 'metal products', 'recycling', 'welding']","Irving, US","11,297","Commercial Metals has 11,297 employees across 171 locations and $5.48 B in annual revenue in FY 2020. See insights on Commercial Metals including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
493,Rush Enterprises,492,https://craft.co/rush-enterprises,rushenterprises.com,"['Automotive & Transportation', 'auto dealers', 'auto parts', 'auto repairs', 'car insurance', 'car services', 'distribution', 'insurance', 'leasing', 'life insurance', 'rental', 'vehicles']","New Braunfels, US","7,244","Rush Enterprises has 7,244 employees at their 1 location and $5.81 B in annual revenue in FY 2019. See insights on Rush Enterprises including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
494,Franklin Resources,493,https://craft.co/franklin-resources,franklinresources.com,"['Investment', 'investment management']","San Mateo, US","9,600","Franklin Templeton has 9,600 employees across 65 locations and $5.77 B in annual revenue in FY 2019. See insights on Franklin Templeton including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
495,Fortune Brands Home & Security,494,https://craft.co/fortune-brands-home-security,fbhs.com,"['Manufacturing & Industrial', 'accessories', 'building materials', 'distribution', 'home & garden', 'home improvement', 'security']","Deerfield, US","24,700","Fortune Brands Home & Security has 24,700 employees across 2 locations and $5.76 B in annual revenue in FY 2019. See insights on Fortune Brands Home & Security including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
496,Levi Strauss,495,https://craft.co/levistrauss,levistrauss.com,"['Retail', 'clothing', 'fashion', 'footwear']","San Francisco, US","15,800","Levi Strauss & Co. has 15,800 employees across 38 locations and $5.76 B in annual revenue in FY 2019. See insights on Levi Strauss & Co. including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
497,Crown Castle International,496,https://craft.co/crown-castle,crowncastle.com,"['Mobile & Telecommunications', 'infrastructure', 'leasing', 'telecommunications', 'wireless']","Houston, US","5,100","Crown Castle has 5,100 employees across 64 locations and $5.76 B in annual revenue in FY 2019. See insights on Crown Castle including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
498,Simon Property Group,497,https://craft.co/simon-property-group,simon.com,"['Real Estate & Construction', 'commercial real estate', 'property management', 'real estate agency']","Indianapolis, US","4,500","Simon Property Group has 4,500 employees across 3 locations and $5.76 B in annual revenue in FY 2019. See insights on Simon Property Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
499,Cerner,498,https://craft.co/cerner,cerner.com,"['Technology', 'cloud', 'healthtech', 'it services', 'medical records', 'platform']","Kansas City, US","27,400","Cerner has 27,400 employees across 28 locations and $5.69 B in annual revenue in FY 2019. See insights on Cerner including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
